"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
0.000545769116615253,1.1131338347398,0.4,0.206,1,"B_cell","ZFAND6"
0.000551944507143986,1.32441854043637,0.28,0.119,1,"B_cell","TMEM109"
0.000570758400535415,0.837598998473635,0.54,0.335,1,"B_cell","DBNL"
0.000603049897909725,1.44541770693381,0.3,0.141,1,"B_cell","ZNF581"
0.000622597595260607,0.342134240592386,0.94,0.808,1,"B_cell","CCNI"
0.000627841418660426,0.632236901392329,0.66,0.437,1,"B_cell","SOD1"
0.000632722035701977,0.603799393359528,0.72,0.53,1,"B_cell","ANAPC16"
0.00064637904497778,0.487493901063977,0.82,0.656,1,"B_cell","ZFAS1"
0.000672116981430547,1.11263580234641,0.34,0.16,1,"B_cell","LYL1"
0.000672574841006187,1.14773659411421,0.4,0.219,1,"B_cell","REL"
0.000703499522835725,1.18851900768205,0.32,0.145,1,"B_cell","NOP56"
0.000720086290288127,0.902300867802736,0.48,0.276,1,"B_cell","CCDC12"
0.000800267046951842,0.794756346968294,0.54,0.311,1,"B_cell","SEPT6"
0.000804310567330992,1.60757592753353,0.26,0.111,1,"B_cell","NCOA3"
0.000830267519380631,0.480376630562621,0.84,0.647,1,"B_cell","EIF3F"
0.000915079660594687,0.508175797688164,0.72,0.604,1,"B_cell","EIF3L"
0.000929366828089373,1.32120151165321,0.26,0.108,1,"B_cell","FAM60A"
0.000945314533358943,1.21561267668261,0.32,0.151,1,"B_cell","MYC"
0.000954952820019149,1.29512410486024,0.32,0.151,1,"B_cell","FDFT1"
0.00103019774035499,1.12611536923728,0.32,0.148,1,"B_cell","VCP"
0.00105165386148744,1.19685745675216,0.28,0.119,1,"B_cell","TMEM134"
0.00113815342524217,1.31722258424909,0.3,0.143,1,"B_cell","PLEKHA2"
0.00120844905768625,0.792551217193768,0.54,0.374,1,"B_cell","CHCHD10"
0.00131480554943839,1.0381976353048,0.34,0.165,1,"B_cell","NT5C"
0.00138853392919663,1.11975520944238,0.3,0.138,1,"B_cell","OFD1"
0.00140568153231019,1.13056234658978,0.3,0.143,1,"B_cell","DAPP1"
0.00144842776464513,0.809187892954763,0.52,0.317,1,"B_cell","MAF1"
0.00148033264450444,0.384944617442629,0.84,0.701,1,"B_cell","UQCRH"
0.00148087291138853,0.980787528081782,0.36,0.194,1,"B_cell","ODC1"
0.00149036810422644,0.463197634921802,0.78,0.625,1,"B_cell","EVI2B"
0.00157913419428558,1.25452343028956,0.32,0.167,1,"B_cell","LAT2"
0.00158564406087714,0.732604213918171,0.6,0.422,1,"B_cell","TRMT112"
0.00161884563144536,0.942451924065191,0.44,0.253,1,"B_cell","C1QBP"
0.00167110586271067,0.920096982916389,0.44,0.265,1,"B_cell","ANKRD44"
0.00176436986483245,0.560052407142888,0.68,0.494,1,"B_cell","HNRNPF"
0.00192163973623308,0.861152849412756,0.48,0.293,1,"B_cell","PNN"
0.00195328751181138,1.09537459186663,0.38,0.213,1,"B_cell","HIST1H4C"
0.00200096162072107,0.923988359647352,0.32,0.144,1,"B_cell","SIT1"
0.00209687381574033,1.15976563559782,0.34,0.18,1,"B_cell","WDR74"
0.00263810429593681,0.70100543562951,0.58,0.414,1,"B_cell","SYF2"
0.00276501628665795,0.629918267050376,0.64,0.465,1,"B_cell","MTDH"
0.00284809677687099,1.099885861891,0.3,0.153,1,"B_cell","SPINT2"
0.00292272771369132,0.771982906050822,0.54,0.389,1,"B_cell","KLF2"
0.003019855902646,1.1655926743148,0.3,0.149,1,"B_cell","ADD1"
0.0032213218498884,1.29521403168073,0.28,0.138,1,"B_cell","RPAIN"
0.00325170359779467,0.949357721147631,0.4,0.245,1,"B_cell","EZR"
0.00365692586336261,1.07046609188875,0.26,0.117,1,"B_cell","MOB4"
0.00367657701608671,1.26681301061707,0.28,0.144,1,"B_cell","EPB41L4A-AS1"
0.00384208326992127,0.856708798638156,0.42,0.259,1,"B_cell","ATP5G1"
0.00385785894687888,0.687580048867426,0.54,0.356,1,"B_cell","SRSF7"
0.00408794332243385,0.887345197043706,0.38,0.212,1,"B_cell","CAPG"
0.00415766791874273,0.717847330399463,0.54,0.373,1,"B_cell","TIPIN"
0.00419472128768613,1.14811781831312,0.28,0.143,1,"B_cell","AKR1B1"
